Master Record Number,Agency,Local Code,County,Township,City,Collision Date,Collision Time,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Name,Roadway Suffix,Roadway Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Intersecting Road Number,Mile Marker,Interchange,Corporate Limits?,Property Type,Feet From,Direction,Latitude,Longitude,Roadway Class,Traffic Control Devices?,Aggressive Driving?,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Damage Estimate,Manner of Collision,Time Notified,Time Arrived,Investigation Complete?,Photos Taken?,Unique Location Id,State Property Damage?,Traffic Control,NARRATIVE
903397046,INDIANA UNIV BLOOMINGTON PD,191353,MONROE,BLOOMINGTON,BLOOMINGTON,6/24/2019,12:33 PM,2,0,0,0,0,,,,SR46,,,SR46,DUNN,,,,Y,,,,39.18629,-86.52841,STATE ROAD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,$1001 TO $2500,RIGHT ANGLE,1233,1236,Y,N,DUNNSTSR46,0,TRAFFIC CONTROL SIGNAL,"On 06/24/2019 at 1233 hours, I was dispatched to a two-vehicle collision at Gate 9 of the Memorial Stadium. V1 was turning left, south, onto Dunn Street from the Bypass 45/46. The driver lost control of the vehicle due to the wet surface and struck V2. V2 was stopped in the left, west, turn lane of Dunn Street.I spoke with D1, who advised me that he was on the Bypass 45/46 headed west approaching Dunn Street. He started to turn on Dunn Street and lost control of his vehicle due to the rain and wet pavement. He stated that he spun around and the front bumper of his vehicle struck the driver's side of V2.I spoke with D2, who advised me that he was stopped in traffic in the left, west, turn on Dunn Street. He stated that he noticed V1 attempting to turn left, south onto Dunn Street from the Bypass 45/46. He advised me that the vehicle started ""fish-tailing"" and the front bumper of V1 struck the driver's side of his vehicle."
903397501,ELLETTSVILLE PD,E1903404,MONROE,RICHLAND,ELLETTSVILLE,6/24/2019,7:55 AM,2,0,0,0,,,UNION VALLEY,RD,,,,UNION VALLEY,,CR46W,,,,,,,39.215152,-86.5928,LOCAL/CITY ROAD,Y,N,Y,,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,$1001 TO $2500,REAR END,801,817,Y,Y,46WHWYUNIONVALLEYRD,0,TRAFFIC CONTROL SIGNAL,"On June 24, 2019, at approximately 8:01 am, I was requested by Central Dispatch to respond to Union Valley and Indiana State Road 46 W about a property damage accident. Central Dispatch also advised that one of the vehicles had left the scene and had given the Indiana license plate of the car (BEU576).I arrived on the scene, and before I could speak with the complainant who was identified by Indiana Drivers license as Linda J Duncan, Central Dispatch advised that deputy Mathew Williamson had found the vehicle and the driver on Carmola Drive. I got the complainant's driver and vehicle information as well as took pictures and advised her that I would email her the info as soon as I could. I arrived at 4513 Carmola drive and observed a white male who identified himself as Austin Stephens sitting in the driver's seat. Deputy Williams had already conducted a license check, and it showed that Stephens's driving privileges were showing suspended infraction. According to a witness who was identified as David Reid Wilson II, advised that he was sitting a couple of cars back on Union Valley Drive when he observed the accident. Wilson told me that the vehicle that was at fault then ran the red light and headed eastbound on S.R. 46 W and then turned on to Smith Pike and then turned on to Carmola but could not find the vehicle when he was able to turn on to Carmola.A second witness identified herself as Abagail Boatright told me that she was behind the vehicle, and it caught her eye because she believed that the driver sped up as he went over the hill and down toward the intersection where Duncan was sitting. Boatright stated that she observed the collision and then noticed the suspect's car back up and appear to flee the area trying to get away.After I arrived, I advised Stephens that I would be issuing him three citations. The first one is for leaving the scene of an accident, the second one is for Driving while suspended, and the third is for disregarding the automatic signal at the intersection of Union Valley Road and Indiana State Highway 46 West.No diagram vehicles moved prior to officers arrival"
903397168,MONROE SD,M19A20609,MONROE,BENTON,BLOOMINGTON,6/24/2019,8:07 PM,2,1,0,0,0,,,,I69N,,,I69N,SAMPLE,,,,N,,1000,S,39.16521763,-86.52750503,INTERSTATE,,N,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,$2501 TO $5000,OTHER - EXPLAIN IN NARRATIVE,807,821,Y,N,I69NSAMPLERD,0,NONE,"THE DRIVER AND OCCUPANTS OF UNIT 2 STATED THAT WHILE DRIVING NORTHBOUND, UNIT 1 BEGAN TO ROLL SOUTH BOUND, ACROSS THA LANES OF TRAFFIC. UNIT 1 STRUCK UNIT 2'S TRIALER ON BOTH PASSENGER SIDE TIRES, REMOVING THE TIREGUARD AND DAMAGIN THE 2 TIRES. NOBODY WAS IN OR NEAR UNIT 1. THE OWNER WAS UNABLE TO BE CONTACTED."
903397167,MONROE SD,M19A20597,MONROE,BENTON,BLOOMINGTON,6/24/2019,6:09 PM,2,1,0,0,0,,FLEENER,RD,,,,FLEENER,LOWER BIRDIE GALYAN,,,,N,,1000,E,0,0,LOCAL/CITY ROAD,,N,N,RURAL,N,N,B,,DAYLIGHT,CLEAR,WET,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,IMPROPER TURNING,$1001 TO $2500,OPPOSITE DIRECTION SIDESWIPE,617,637,Y,N,FLEENERRDNLOWERBIRDIEGALYANRD,0,NONE,UNIT 1 AND UNIT 2 BOTH ENTERED A TIGHT CORNER ON FLEENER RD AND COLLIDED WITH EACH OTHER. UNIT 1 WAS PULLING A TRAILER AND THE D-RING ON THE SIDE OF THE TRAILER STRUCK THE REAR DRIVERSIDE PANNEL BY THE TAIL LIGHT. UNIT 1 STATED THAT UNIT 2 WAS TAKING THE CORNER TOO FAST AND SLID INTO THE TRAILER. UNIT 2 STATED THAT HE WAS AT A COMPLETE STOP WHEN THE TRAILER COLLIDED WITH HIS VEHICLE.
903397225,BLOOMINGTON PD,B1925834,MONROE,PERRY,BLOOMINGTON,6/25/2019,2:44 AM,1,0,0,0,0,,14TH,ST,,,,E 14TH,BROWNSTONE,,,,Y,,75,W,39.17598,-86.52897351,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,WET,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,RAN OFF ROAD RIGHT,$1001 TO $2500,RAN OFF ROAD,253,255,Y,Y,E14THSTEBROWNSTONEDR,0,NONE,V1 was W/B on E 14th St and ran off the road to the left. V1 became stuck in a ditch on the S side of the street.
903397525,BLOOMINGTON PD,B1925874,MONROE,VAN BUREN,BLOOMINGTON,6/25/2019,10:30 AM,2,0,0,0,0,,PATTERSON,ST,,,,PATTERSON,2ND,,,,Y,,,,39.16076,-86.54849,LOCAL/CITY ROAD,Y,N,Y,URBAN,N,N,Y,WORK ON SHOULDER,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,UNDER $1001,REAR END,1230,1230,N,Y,2NDSTPATTERSONST,0,TRAFFIC CONTROL SIGNAL,D2 stated that she was sitting in the turn lane on Patterson Street facing North.D2 stated that V1 was behind her and struck the rear of her vehicle. D2 stated she checked the damage on her vehicle and then went to pull out of the roadway due to all the traffic. D2 stated that D1 turned West on 2nd Street and left the area.D2 stated that she was unsure of the make of the V1 and did not get a plate number for V1.
903397722,MONROE SD,M19A20722,MONROE,PERRY,BLOOMINGTON,6/25/2019,5:01 PM,3,0,1,0,0,,,,SR37S,,,SR37S,WEST DILLMAN,,,,N,,,,39.092976,-86.545648,STATE ROAD,Y,N,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$25001 TO $50000,RIGHT ANGLE,502,504,Y,Y,SR37SWESTDILLMANRD,0,TRAFFIC CONTROL SIGNAL,"WHILE UNIT 1 BEGAN TO CROSS SOUTH BOUND SR 37, UNIT 2 STRUCK UNIT 1 ON THE REAR PASSENGER TIRE AREA. UNIT 1 SPUN SEVERAL TIMES AND CAME TO A REST AGAINT UNIT 3. UNIT 1 OCCUPANTS WERE NOT TRANSPORTED FOR ANY INJURIES. THE DRIVER OF UNIT 2 WAS TRANSPORTED FOR AN OBVIOUS ARM INJURY. THE DRIVER OF UNIT 3 HAD NO COMPLAINT OF PAIN. THE WITNESS ALONG WITH THE DRIVER OF UNIT 3 BOTH STATED UNIT 2 WAS TRAVELING AT A HIGH RATE OF SPEED. THE WITNESS STATED UNIT 2 WAS TRAVELING ANYWHERE FROM 80 - 100 MILES AN HOUR."
903397678,BLOOMINGTON PD,B1925927,MONROE,BLOOMINGTON,BLOOMINGTON,6/25/2019,6:03 PM,2,0,0,0,0,,2ND,ST,,,,2ND,WOODLAWN,,,,Y,,,,39.16107,-86.52264,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,$5001 TO $10000,RIGHT ANGLE,603,615,Y,N,2NDSTWOODLAWNAVE,0,STOP SIGN,On 6/25/2019 I arrived at an accident at the intersection of Woodlawn Ave & 2nd St. I observed V1 facing westbound on 2nd St with heavy front end damage just to the west of the intersection. I also observed V2 with heavy front end damage in the middle of the intersection facing northwest.I spoke with W1 who stated that she was parked in a parking space near the intersection when she observed V1 disregard the stop sign going west on 2nd Street and collide with V2 who was entering the intersection. W1 stated that it was D1's fault because she disregarded the stop sign and that V2 had the right of way. W1 also stated that D1 was driving around 40 mph. D2 explained that she came to a stop at the intersection of Woodlwan Ave & 2nd St (going northbound) when she entered the intersection and was struck by V1. D2 stated that V1 did not stop at the stop sign and that she was driving around 35-40 mph. D1 stated that was she going westbound on 2nd Street when she failed to stop at the stop sign and collided with V2. D1 explained that she was not going to lie to me and that she just didn't stop at the stop sign. Due to D1 failing to stop at the stop sign resulted in the accident between V1 and V2.
903397706,BLOOMINGTON PD,B19-25930,MONROE,VAN BUREN,BLOOMINGTON,6/25/2019,6:28 PM,2,0,1,0,0,,3RD,ST,,,,W 3RD,CURRY,,,,Y,,,,39.16464,-86.58296,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,UNDER $1001,REAR END,631,633,Y,Y,SCURRYPIKEW3RDST,0,TRAFFIC CONTROL SIGNAL,"D1 STATED THAT SHE WAS DRIVING WEST ON W. 3RD STREET. D1 ALSO STATED THAT SHE FAILED TO NOTICE THE RED TRAFFIC LIGHT AT THE INTERSECTION OF W. 3RD STREET AND S. CURRY PIKE, AND REAR ENDED V2, WHICH WAS STOPPED AT THE INTERSECTION.D2 STATED THAT SHE WAS DRIVING WEST ON W. 3RD STREET AND STOPPED FOR THE RED LIGHT AT THE INTERSECTION OF W. 3RD STREET AND S. CURRY PIKE. D2 ALSO STATED THAT D1 FAILED TO STOP AND REAR ENDED V2.BOTH V1 AND V2 SUSTAINED VERY MINOR DAMAGE.ONE PASSENGER OF V2, KENDRA, WAS TRANSPORTED TO THE HOSPITAL FOR A COMPLAINT OF PAIN TO HER LOWER BACK.NEITHER VEHICLE WAS TOWED DUE TO DISABLING DAMAGE."
903397729,BLOOMINGTON PD,B1925923,MONROE,BLOOMINGTON,BLOOMINGTON,6/25/2019,5:45 PM,3,0,1,0,0,,BELL,AVE,,,,W BELL,CURRY,,,,Y,,300,S,0,0,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,$2501 TO $5000,REAR END,549,610,Y,Y,SCURRYPIKEWBELLAVE,0,NONE,"On 6/25/2019, I, Officer Byerley, was dispatched at 5:49pm to a three vehicle property damage accident at the intersection of W Bell Ave and S Curry Pike.Upon arrival, I made contact with D1, Jason Bell. D1 stated that he was driving south in the left lane on Curry Pike when he briefly looked up and to the left at something that caught his attention. D1 stated that he looked back at the road in front of him and noticed the vehicles in front of him were coming to a stop. D1 stated that he went to brake and his foot did not get a full placement on the brake pedal, but instead the bottom of his foot pressed down on the side of the brake pedal, giving him the inability to come to a stop before hitting V2.D2 stated that she was driving south on Curry Pike in the left lane when the vehicles in front of her started braking. D2 stated that she began braking and noticed V1 was approaching her from behind. D2 stated that she turned her wheel to the left and pulled up a little further to give V1 more room to stop. D2 stated that V1 was unable to stop in time and rear ended her, causing her to rear end V3.D3 stated that she was stopped in traffic facing south in the left lane on Curry Pike when she was suddenly rear ended by V2.It should be noted that the passenger in V2 did have a complaint of back pain, but his father denied immediate medical attention. It should also be noted that the child left with the mother to be seen by the doctor on their own time.Based on my observations and interviews with the three drivers, it is my conclusion that D1 was distracted while driving and failed to stop in traffic before striking V2, which caused V2 to strike V3."
903397224,MONROE SD,M19A20640,MONROE,BEAN BLOSSOM,ELLETTSVILLE,6/25/2019,1:16 AM,1,0,0,0,0,4594,COWDEN,RD,,,,WEST COWDEN,,,,,N,PRIVATE,,,39.2555,-86.59299,UNKNOWN,,N,Y,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,$1001 TO $2500,OTHER - EXPLAIN IN NARRATIVE,116,127,Y,Y,WESTCOWDENRD,0,NONE,THE WITNESS STATED THAT HE SAW A RED CAR STRIKE THE FENCE IN FRONT OF 4594 AND LEFT THE SCENE HEADING EB ON COWDEN RD. I MADE CONTACT WITH THE HOMEOWNER BY PHONE AND PROVIDED THE REPORT NUMBER INFORMATION.THE HOMEOWNER IS CINDY BICKLEMAN AND LIVES IN KENTUCKY BUT HAS A MAINTENANCE MAN THAT WORKS ON THE HOUSE. A FEMALE BY THE NAME OF CARRIE A. FOOTE RENTS THE HOUSE AND WAS ALSO PROVIDED WITH THE REPORT NUMBER.PICTURES OF THE CRASH WERE TAKEN ON SCENE.THE VEHICLE PARTS THAT WERE LEFT ON SCENE CAME BACK TO A NEWER MODEL VOLKSWAGEN GOLF RED IN COLOR.THE DRIVER OF THE VEHICLE REPORTED THE CRASH TO THE SHERIFFS OFFICE ON 6/27/2019I SPOKE WITH THE DRIVER WHO WAS IDENTIFIED AS VANESSA GROHMAN.MS. GROHMAN STATED THAT ANOTHER VEHICLE CAME INTO HER LANE AND SHE WAS FORCED OFF THE ROADWAY.MS. GROHMAN STATED THAT SHE HAD TWO BEERS THAT NIGHT AND WAS TOO SCARED TO STAY AT THE SCENE OF THE ACCIDENT. MS. GROHMAN STATED THAT SHE DIDNT THINK THE DAMAGE TO HER CAR WAS THAT BAD.
903397752,BLOOMINGTON PD,B1925952,MONROE,VAN BUREN,BLOOMINGTON,6/25/2019,10:10 PM,2,0,0,0,0,,ADDISYN,LN,,,,S ADDISYN,EVENTIDE,,,,Y,,,,39.1407,-86.55674,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,$1001 TO $2500,BACKING CRASH,1015,1028,Y,Y,SADDISYNLNWEVENTIDEDR,0,NONE,"V2 was parked facing N in front of 2566 S Addisyn Ln. V1 began backing out of a driveway, W/B, at 2567 S Addisyn Ln. V1 backed into V2 and then fled the area.W1 stated that V1 backed out of a driveway and collided with V2, before fleeing the scene.SUPPLEMENT: On 06/27/2019, I located V1 and D1. D1 stated that she backed out of the driveway to 2567 S Addisyn Ln and collided with V2. D1 stated that she did not see any damage to her vehicle and left the area."
903398086,BLOOMINGTON PD,B1926038,MONROE,BLOOMINGTON,BLOOMINGTON,6/26/2019,11:25 AM,2,0,0,0,0,,KIRKWOOD,AVE,,,,KIRKWOOD,PINE,,,,Y,,,,39.1668,-86.548288,LOCAL/CITY ROAD,,N,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,LEFT OF CENTER,UNDER $1001,SAME DIRECTION SIDESWIPE,1222,1225,Y,N,KIRKWOODAVEPINEST,0,LANE CONTROL,D2 CAME TO THE BLOOMINGTON POLICE DEPT TODAY TO REPORT A PRIOR TRAFFIC ACCIDENT. HE SAID AT AROUND 11:25 AM 6-26-19 HE WAS DRIVING V2 EASTBOUND ON KIRKWOOD AVE NEAR PINE STREET. HE SAID V1 WAS WESTBOUND ON KIRKWOOD AVE APPROACHING PINE STREET. HE SAID V1 MOVED TOWARD THE CENTER LINE OF KIRKWOOD AND IT'S MIRROR HIT V2'S OUTSIDE REARVIEW MIRROR. HE SAID V1 BRAKED BRIEFLY BUT CONTINUED WESTBOUND.D2 SAID V1 COULD NOT STOP IMMEDIATELY DUE TO TRAFFIC BEHIND HIM. HE SAID V1 DID NOT COME BACK AROUND SO HE LEFT ALSO AND REPORTED IT TO HIS SUPERVISOR.OTHER LOCATION OF INVESTIGATION WAS THE BPD WHERE I MET WITH D2.
903398523,BLOOMINGTON PD,B1926131,MONROE,BLOOMINGTON,BLOOMINGTON,6/26/2019,10:17 PM,2,0,0,0,0,,,,SR46E,,,SR46E,N FEE,,,,Y,,1200,E,39.18483364,-86.51591712,STATE ROAD,,N,Y,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,LEFT OF CENTER,$2501 TO $5000,OPPOSITE DIRECTION SIDESWIPE,1021,1039,Y,Y,NFEELNSR46E,0,LANE CONTROL,"V2 was W/B on E SR 46 in the left lane. V1 was E/B on the wrong side of E SR 46, driving in the middle of both lanes. V1 sideswiped the passenger side of V2.D2 stated that V1 sideswiped his vehicle while driving the wrong way on SR 46. D2 stated that V1 then crossed back over the median and fled the scene."
903399256,MONROE SD,M19A20798,MONROE,VAN BUREN,BLOOMINGTON,6/26/2019,11:40 AM,2,0,0,0,0,1531,S CURRY,PIKE,,,,S CURRY,,,,,N,,,,39.15247863,-86.582704,UNKNOWN,,N,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,$1001 TO $2500,OTHER - EXPLAIN IN NARRATIVE,1152,1159,Y,N,SCURRYPIKE,0,NONE,"For purposes of this accident report, V1 is the victim's vehicle, and V2 is the offending vehicle. V1 owner advised she was inside at her place of employment when she stepped outside at approximately 11 AM and observed the damage. V1 was parked in front of her place of employment in a parking stall. It should be noted that when V1's owner stepped outside at approximately 10AM and did not see any damage. It would appear that V2 either turned too wide to enter the parking stall next to V1 or when backing out of the parking stall, V2 struck V1."
903398498,BLOOMINGTON PD,B19-26084,MONROE,PERRY,BLOOMINGTON,6/26/2019,5:00 PM,2,0,1,0,0,,WALNUT,ST,,,,S WALNUT,COUNTRY CLUB,,,,Y,,,,39.13597,-86.53111,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$10001 TO $25000,LEFT TURN,501,518,Y,Y,SWALNUTSTWCOUNTRYCLUBDR,0,TRAFFIC CONTROL SIGNAL,"D1 STATED THAT SHE WAS DRIVING V1 NORTH AND STOPPED AT THE INTERSECTION OF S. WALNUT ST. AND W. COUNTRY CLUB DR. IN ORDER TO TURN WEST ON W. COUNTRY CLUB DR. D1 ALSO STATED THAT AS SHE WAS TURNING LEFT THRUGH THE INTERSECTION, V1 COLLIDED WITH SOUTHBOUND MOVING V2 IN THE MIDDLE OF THE INTERSECTION. D1 MENTIONED THAT SHE DID THINK SHE HAD A GREEN LIGHT ON HER SIDE, BUT LATER STATED THAT SHE WAS CONFUSED ABOUT THE COLOR OF THE TRAFFIC LIGHT.D2 STATED THAT HE WAS DRIVING V2 SOUTHBOUND ON S. WALNUT ST. D2 ALSO STATED THAT AS HE APPROACHED THE INTERSECTION OF S. WALNUT ST. AND W. COUNTRY CLUB DR, HE NOTICED THE TRAFFIC LIGHT TURNED YELLOW. D2 MENTIONED THAT AS HE WAS PROCEDDEING THROUGH THE INTERSECTION, V1 TURNED LEFT, ENTERED INTO THE PATH OF ONCOMING TRAFFIC AND COLLIDED WITH V2 RESULTING IN DAMAGE TO THE FRONT OF V2 AND TO THE PASSNGER SIDE AND FRONT OF V1.D1 MENTIONED THAT SHE WAS FEELING MINOR PAIN FROM SEAT BELT ACTIVATION.D2 COMPLAINED ABOUT MODERATE PAIN ON HIS BACK DUE TO THE ACCIDENT. D2 WAS TAKEN TO IU BLOOMINGTON HOSPITAL FOR MEDICAL ATTENTION.BOTH VEHICLES WERE TOWED BY AUTO MOBILE DUE TO DISABLING DAMAGE."
903397900,INDIANA UNIV BLOOMINGTON PD,191367,MONROE,BLOOMINGTON,BLOOMINGTON,6/26/2019,7:35 AM,3,0,0,0,0,,,,SR46W,,,SR46W,10TH,,,,Y,,,,39.171648,-86.502096,STATE ROAD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,$5001 TO $10000,REAR END,740,744,Y,N,10THSTSR46W,0,TRAFFIC CONTROL SIGNAL,Assisting Officer- Aydt 26Other (driver)- D1 stated that he was in the left lane heading North when he noticed that he was coming up quick on the cars stopped in front of him. D1 stated he looked in the right hand lane to change lanes and rear ended V2 who was at a complete stop. D2 stated that he was at a complete stop behind V3 waiting on the red light. D2 stated that out of nowhere he was rear ended and was pushed forward and rear ended V3. D3 stated that he was sitting on SR46 waiting on the red light to turn green. D3 stated that both him and V2 were at complete stops when V2 was rear ended and then proceeded to rear end V3. D1 stated that he noticed V2 was at a complete stop and that he was coming up quick and knew he needed to get in the right hand lane to avoid hitting V2. D1 stated that he turned his head to look in the right lane to change lanes and that is when V1 made contact with V2. V1 and V2 were both towed due to disabling damage. The airbags for V2 were deployed. V3 had minor damage to the rear bumper. V1s front end suffered major damage. V2s rear end suffered moderate damage.
903398241,BLOOMINGTON PD,B1926054,MONROE,BLOOMINGTON,BLOOMINGTON,6/26/2019,1:54 PM,2,0,0,0,0,,WOODSCREST,DR,,,,S WOODSCREST,EASTLAND ACCESS,,,,Y,,,,0,0,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,IMPROPER TURNING,UNDER $1001,LEFT TURN,156,209,Y,N,EASTLANDACCESSRDSWOODSCRESTDR,0,STOP SIGN,"V1 WAS TRAVELING SB ON S WOODSCREST DR. V2 WAS STOPPED AT THE STOP SIGN FACING WB ON THE ACCESS RD TO EASTLAND PLAZA WAITING TO ENTER TRAFFIC ONTO S WOODSCREST DR. AS V1 ATTEMPTED TO TURN EB ONTO THE ACCESS ROAD OF EASTLAND PLAZA, THE PASSENGERS SIDE OF V1 CLIPPED THE FRONT PASSENGER'S BUMPER OF V2.D1 STATED THAT SHE WAS TURN LEFT WHEN THE PASSENGERS SIDE OF V1 STRUCK THE FRONT OF V2. D1 STATED THAT THERE WAS PAINT TRANSFER ON V1.D2 STATED THAT SHE WAS STOPPED AT THE STOP SIGN WHEN V1 TURNED IN HITTING HER CAR."
903399255,MONROE SD,M19A20769,MONROE,SALT CREEK,BLOOMINGTON,6/26/2019,7:49 AM,1,0,0,0,1,,,,SR46E,,,SR46E,LOWER BIRDIE GALYAN,,,,N,,100,E,39.16269,-86.41335864,STATE ROAD,,N,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,ANIMAL/OBJECT IN ROADWAY,$5001 TO $10000,COLLISION WITH DEER,755,852,Y,N,NLOWERBIRDIEGALYANRDSR46E,0,LANE CONTROL,D1 advised she was traveling West on East State Road 46 when a deer entered her lane of travel from the south. D1 then struck the deer.
903399090,ELLETTSVILLE PD,E1903457,MONROE,RICHLAND,ELLETTSVILLE,6/27/2019,6:09 PM,2,0,0,0,0,,,,SR46W,,,SR46W,NORTH SMITH,,,,N,,,,39.210144,-86.5832,STATE ROAD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,BRAKE FAILURE OR DEFECTIVE,$1001 TO $2500,REAR END,827,827,Y,N,NORTHSMITHPIKESR46W,0,TRAFFIC CONTROL SIGNAL,V2 WAS STOPPED ON NORTH SMITH PIKE WANTING TO TURN WEST ONTO WEST STATE RD 46. V2 WAS REAR ENDED BY V1. D1 STATED HIS BRAKE PEDAL WENT TO THE FLOOR BUT AFTER THE ACCIDENT HIS BRAKES FELT NORMAL. VERY MINIMAL DAMAGE TO V2. V1 HAD FRONT BUMPER DAMAGE. VEHICLES WERE MOVED PRIOR TO ARRIVAL.
903399233,BLOOMINGTON PD,B1926213,MONROE,PERRY,BLOOMINGTON,6/27/2019,12:24 PM,2,0,0,0,0,2894,THIRD,ST,,,,E THIRD,,,,,Y,,,,39.16117333,-86.49563,UNKNOWN,,N,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE LANE MOVEMENT,UNDER $1001,OPPOSITE DIRECTION SIDESWIPE,1226,1244,N,Y,ETHIRDST,0,NONE,"V1 was traveling across the parking lot at Chipotle, 2894 E 3rd Street, traveling Southwest. V2 was parked, facing Northwest in a parking space. V1 struck V2 on the back passenger side of V2, causing damage. V1 then left the area before D1 could be identified."
903399035,MONROE SD,M19A20962,MONROE,VAN BUREN,BLOOMINGTON,6/27/2019,2:59 PM,2,0,0,0,0,3585,,,SR45W,,,SR45W,,,,,N,,,,39.125312,-86.610496,STATE ROAD,,N,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,NON-ROADWAY CRASH,CONCRETE,UNSAFE BACKING,UNDER $1001,BACKING CRASH,259,325,Y,N,SR45W,0,NONE,"D2 WAS PARKING V2 IN THE WALMART PARKING LOT. SHE PULLED INTO A SPACE AND THEN BACKED UP TO RE-ADJUST HER PARKING POSITION. D2 STARTED TO PULL BACK INTO THE SPACE WHEN D1 BACK V1 OUT OF A PARKING SPOT OPPOSITE V2. D1 BACKED V1 DIRECTLY INTO THE REAR BUMPER OF V2. AFTER THE CRASH D2 PULLED V2 BACK INTO THE PARKING SPACE SHE WAS ATTEMPTING TO PARK IN AND D1 PARKED V1 A COUPLE SPACES TO THE NORTH OF V2. UPON MY ARRIVAL I SPOKE TO D1 AND THE OWNER OF V1. THE OWNER OF V1 STATED THAT THERE WAS NO INSURANCE ON THE VEHICLE AND D1 STATED THAT SHE DID NOT HAVE A VALID LICENSE, ONLY AN ID CARD AND WAS SUSPENDED THROUGH ANOTHER COUNTY."
